Projects,BHK,Society,Carpet_Area,Furnishing,Bathroom,Price,Rates
,1,Dwarka City,,Unfurnished,1,₹15.3 Lac ,₹3919 per sqft 
,2,Pristine City BEF,650 sqft,Furnished,2,₹32 Lac ,
,2,Imperial Towers,980 sqft,Unfurnished,2,₹78.2 Lac ,₹8500 per sqft 
,1,P S Villa,560 sqft,Semi-Furnished,1,₹45 Lac ,₹6818 per sqft 
,1,,496 sqft,Semi-Furnished,1,₹30 Lac ,₹5000 per sqft 
,2,Kanchan Vrundavan,,Unfurnished,2,₹32.9 Lac ,₹4599 per sqft 
,2,Godrej Boulevard,691 sqft,Unfurnished,2,₹79.1 Lac ,
,3,VTP Earth One,1250 sqft,Unfurnished,3,₹1.50 Cr ,₹12000 per sqft 
,1,Vishhram Daffodils,437 sqft,Unfurnished,1,₹20.9 Lac ,₹5252 per sqft 
,3,,1500 sqft,Furnished,3,₹1.80 Cr ,₹9474 per sqft 
,2,Kolte Patil Life Republic,850 sqft,Unfurnished,2,₹72 Lac ,₹8000 per sqft 
,1,,420 sqft,Unfurnished,1,₹65 Lac ,
,2,,,Furnished,2,₹1.20 Cr ,₹11429 per sqft 
,3,ARK Viman Platinum,1200 sqft,Unfurnished,3,₹1.50 Cr ,₹8571 per sqft 
,2,Popular Heights,,Unfurnished,2,₹90 Lac ,₹8333 per sqft 
,2,Sunshine Hills,700 sqft,Unfurnished,2,₹44 Lac ,₹4944 per sqft 
,1,Neelaya,436 sqft,Unfurnished,2,₹29.5 Lac ,₹4470 per sqft 
,1,Aura County,400 sqft,Unfurnished,1,₹34 Lac ,₹5913 per sqft 
,2,K Raheja Viva,1200 sqft,Semi-Furnished,3,₹1.30 Cr ,₹7222 per sqft 
,3,Park Landmark,1251 sqft,Unfurnished,3,₹1.80 Cr ,₹11827 per sqft 
,1,Rohan Abhilasha 2,450 sqft,Unfurnished,1,₹45 Lac ,₹9000 per sqft 
,2,Mont Vert Vesta,611 sqft,Semi-Furnished,2,₹37.6 Lac ,₹4202 per sqft 
,1,Sara Orchids,524 sqft,Unfurnished,1,₹28 Lac ,₹4124 per sqft 
,2,,,Unfurnished,2,₹1.46 Cr ,₹14904 per sqft 
,2,,836 sqft,Unfurnished,2,₹1.10 Cr ,₹10506 per sqft 
,2,Reputed Harsh Vihar,836 sqft,Unfurnished,2,₹88.4 Lac ,₹9814 per sqft 
,1,Mountscape,445 sqft,Unfurnished,2,₹27.9 Lac ,₹4815 per sqft 
,2,,720 sqft,Semi-Furnished,2,₹80 Lac ,₹8421 per sqft 
,1,Lokmangal KDR Group Enclave,440 sqft,Unfurnished,2,₹25 Lac ,₹4378 per sqft 
,1,,,Semi-Furnished,1,₹39 Lac ,₹5735 per sqft 
,2,Sai Sadan Apartment Dhankawadi,760 sqft,Unfurnished,1,₹37.9 Lac ,₹4733 per sqft 
,2,,738 sqft,Unfurnished,2,₹39 Lac ,₹4281 per sqft 
,3,Kolte Patil Ivy Estate,1055 sqft,Unfurnished,3,₹1.25 Cr ,₹7284 per sqft 
,2,,1000 sqft,Semi-Furnished,2,₹90 Lac ,₹7500 per sqft 
,2,Rawat Capstone,950 sqft,Semi-Furnished,2,₹72 Lac ,₹6261 per sqft 
,3,Godrej Elements,1168 sqft,Unfurnished,3,₹1.50 Cr ,₹11682 per sqft 
,2,,700 sqft,Unfurnished,2,₹35 Lac ,₹4268 per sqft 
,1,,600 sqft,Unfurnished,2,₹55 Lac ,₹7333 per sqft 
,1,Green Hive,450 sqft,Unfurnished,1,₹28 Lac ,₹5761 per sqft 
,1,,500 sqft,Unfurnished,1,₹41.4 Lac ,₹6438 per sqft 
,2,Empire Estate Federation 2,700 sqft,Unfurnished,2,₹96 Lac ,₹10608 per sqft 
,4,Clover Belvedere,,Semi-Furnished,2,₹4.47 Cr ,₹15031 per sqft 
,5,Treedom Park,2700 sqft,Unfurnished,5,₹3.40 Cr ,₹11333 per sqft 
,1,Magarpatta Heliconia,400 sqft,Furnished,1,₹60 Lac ,₹11321 per sqft 
,2,,950 sqft,Unfurnished,2,₹1.10 Cr ,₹9402 per sqft 
,1,,,,1,₹32 Lac ,₹6882 per sqft 
,2,Bhikansheth Park,625 sqft,Unfurnished,1,₹50 Lac ,₹6667 per sqft 
,1,,555 sqft,Unfurnished,1,₹40 Lac ,₹6557 per sqft 
,1,,,Unfurnished,1,₹22 Lac ,₹3667 per sqft 
,1,Ace Aastha,300 sqm,Unfurnished,1,₹31 Lac ,₹7381 per sqft 
,2,,,Furnished,1,₹36 Lac ,₹4337 per sqft 
,1,,,Semi-Furnished,1,₹32.2 Lac ,₹3500 per sqft 
,1,,,Unfurnished,1,₹32 Lac ,₹4558 per sqft 
,1,Akshay Apartment,,Semi-Furnished,1,₹46 Lac ,₹8487 per sqft 
,4,Nilesh K A,1925 sqft,Unfurnished,4,₹3.87 Cr ,₹16346 per sqft 
,2,Dwarka City,,Semi-Furnished,2,₹41.5 Lac ,₹4439 per sqft 
,2,,736 sqft,Unfurnished,2,₹1.50 Cr ,₹14563 per sqft 
,2,,,Unfurnished,2,₹32 Lac ,₹3238 per sqft 
,3,,,Unfurnished,2,₹65 Lac ,₹7222 per sqft 
,1,,,Unfurnished,1,₹27.9 Lac ,₹5000 per sqft 
,1,Relive Chaitraban Residency,,Unfurnished,1,₹24.2 Lac ,₹4333 per sqft 
,1,Craft Apartment,460 sqft,Furnished,1,₹50 Lac ,₹9709 per sqft 
,3,Soham Riveria,995 sqft,Semi-Furnished,3,₹1.35 Cr ,₹10433 per sqft 
,1,Hill Mist Harmony,,Unfurnished,1,₹45 Lac ,₹8654 per sqft 
,3,Samarthshree Riverine Greens,1000 sqft,Semi-Furnished,2,₹1.50 Cr ,₹10714 per sqft 
,5,Marvel Ritz,,Semi-Furnished,5,₹3.30 Cr ,₹8627 per sqft 
,4,Gera World of Joy,1650 sqft,Semi-Furnished,4,₹2 Cr ,
,2,Jayant Krishna Residency,,Unfurnished,2,₹78.5 Lac ,₹9556 per sqft 
,2,Marvel Azure,950 sqft,Semi-Furnished,2,₹1.15 Cr ,₹8303 per sqft 
,4,Clover Park Royale,2600 sqft,Semi-Furnished,4,₹4.50 Cr ,₹13235 per sqft 
,2,Sairaj Durga Terrace,695 sqft,Unfurnished,2,₹35 Lac ,₹4587 per sqft 
,2,Dreams Ayana,,Semi-Furnished,2,₹32 Lac ,₹4923 per sqft 
,2,Shriniwas Serene County,504 sqft,Unfurnished,2,₹45 Lac ,₹7924 per sqft 
,2,,,Unfurnished,2,₹61 Lac ,₹9753 per sqft 
,2,Anika Piccadilly,783 sqft,Unfurnished,2,₹68 Lac ,₹6433 per sqft 
,1,,481 sqft,Unfurnished,1,₹27 Lac ,₹4154 per sqft 
,2,Amanora Gold Towers,720 sqft,Unfurnished,2,₹93 Lac ,₹9300 per sqft 
,2,Aksha Vrundavan,670 sqft,Semi-Furnished,2,₹47 Lac ,₹5671 per sqft 
,3,Empire Square,1200 sqft,Semi-Furnished,3,₹1.45 Cr ,₹10000 per sqft 
,2,Clover Village Villa,1100 sqft,Semi-Furnished,2,₹1.05 Cr ,₹7778 per sqft 
,2,Kolte-Patil Green Acre,1100 sqft,Semi-Furnished,2,₹1.15 Cr ,₹8915 per sqft 
,2,Trimurti,750 sqft,Unfurnished,2,₹70 Lac ,₹7368 per sqft 
,2,Teerth Towers,780 sqft,Semi-Furnished,2,₹85 Lac ,₹8333 per sqft 
,1,Nyati Eternity,500 sqft,Unfurnished,2,₹38 Lac ,₹5515 per sqft 
,2,Daffodils Avenue,763 sqft,Unfurnished,2,₹39 Lac ,₹3662 per sqft 
,1,Ashirwad Heritage,480 sqft,Semi-Furnished,1,₹30.1 Lac ,₹5128 per sqft 
,2,Kumar Puram,807 sqft,Semi-Furnished,2,₹1.65 Cr ,₹15714 per sqft 
,2,Sun Exotica,750 sqft,Unfurnished,2,₹52 Lac ,₹6161 per sqft 
,1,,600 sqft,Unfurnished,1,₹40 Lac ,₹5263 per sqft 
,2,,980 sqft,Furnished,2,₹98 Lac ,₹9202 per sqft 
,1,,450 sqft,Unfurnished,1,₹45 Lac ,₹9677 per sqft 
,2,Majestique Marbella,808 sqft,Unfurnished,2,₹96 Lac ,₹10048 per sqft 
,4,Venkatesh Erandwane Central,1669 sqft,Semi-Furnished,4,₹4.30 Cr ,
,2,Omkar Blossom,550 sqft,Unfurnished,2,₹37 Lac ,₹5175 per sqft 
,1,Bhoomi Residency,450 sqft,Unfurnished,1,₹33 Lac ,₹6000 per sqft 
,3,Krishna Amorapolis,1021 sqft,Unfurnished,3,₹75 Lac ,₹5439 per sqft 
,3,Marvel Fria,1250 sqft,Semi-Furnished,3,₹1.25 Cr ,
,3,Pride Valencia,1200 sqft,Furnished,3,₹1.80 Cr ,₹10286 per sqft 
,3,Sagitarius Bluegrass Residences,1164 sqft,Semi-Furnished,3,₹2.10 Cr ,₹13409 per sqft 
,2,,669 sqft,Unfurnished,2,₹49 Lac ,₹5444 per sqft 
,2,Shonest Towers,750 sqft,Unfurnished,2,₹72 Lac ,₹7059 per sqft 
,1,,337 sqft,Unfurnished,1,₹53.5 Lac ,₹11333 per sqft 
,2,Tyagi Zenone,777 sqft,Unfurnished,2,₹85 Lac ,₹8095 per sqft 
,2,Sai Fortune,655 sqft,Unfurnished,2,₹51 Lac ,₹5095 per sqft 
,2,Gera World of Joy,816 sqft,Unfurnished,2,₹85 Lac ,₹6800 per sqft 
,4,The Balmoral Riverside,1865 sqft,Semi-Furnished,5,₹3.20 Cr ,₹11834 per sqft 
,2,Nanded City,878 sqft,Semi-Furnished,2,₹90 Lac ,₹7500 per sqft 
,1,,615 sqft,Unfurnished,1,₹30 Lac ,₹5671 per sqft 
,3,Kunal Aspiree,1250 sqft,Unfurnished,3,₹1.55 Cr ,₹9568 per sqft 
,1,Green Hive,480 sqft,,1,₹30.6 Lac ,₹5354 per sqft 
,3,Godrej River Royale,,Unfurnished,3,₹2.50 Cr ,₹14810 per sqft 
,1,,,Unfurnished,1,₹19.8 Lac ,₹3729 per sqft 
,3,,1900 sqft,Semi-Furnished,3,₹2.10 Cr ,₹8400 per sqft 
,2,Fortaleza,950 sqft,Semi-Furnished,2,₹1.35 Cr ,₹11250 per sqft 
,3,SRK Oval Nest,1260 sqft,Furnished,3,₹1.59 Cr ,
,3,Kunal Aspiree,1250 sqft,Unfurnished,3,₹1.55 Cr ,₹9810 per sqft 
,1,,410 sqft,Unfurnished,1,₹51 Lac ,₹9808 per sqft 
,2,Mantra Monarch,790 sqft,Unfurnished,2,₹91 Lac ,₹8273 per sqft 
,2,Cosmos,950 sqft,Semi-Furnished,2,₹1 Cr ,₹9524 per sqft 
,3,Eiffel City,661 sqft,Unfurnished,2,₹36 Lac ,₹4181 per sqft 
,2,VTP Township Codename Pegasus,760 sqft,Unfurnished,2,₹83 Lac ,₹8469 per sqft 
,2,,740 sqft,Unfurnished,2,₹59.9 Lac ,
,1,,550 sqft,Unfurnished,1,₹23 Lac ,
,1,Vanashree Apartment,320 sqft,Semi-Furnished,1,₹35 Lac ,₹8102 per sqft 
,2,Green City,700 sqft,Unfurnished,2,₹43.5 Lac ,₹4677 per sqft 
,2,Malpani The Crest,865 sqft,Unfurnished,2,₹92 Lac ,₹8311 per sqft 
,1,Shriram society vadgaon sheri,480 sqft,Unfurnished,1,₹45 Lac ,₹5294 per sqft 
,3,Nyati Elysia,,Unfurnished,3,₹1.65 Cr ,₹10963 per sqft 
,2,Lodha Bella Vita,810 sqft,Unfurnished,2,₹95 Lac ,₹8636 per sqft 
,2,Silver Oak,1090 sqft,Unfurnished,2,₹1.55 Cr ,₹12810 per sqft 
,2,Sukhwani Skylines,750 sqft,Unfurnished,2,₹75 Lac ,₹7143 per sqft 
,2,Krishna Amorapolis,,Unfurnished,2,₹65 Lac ,₹6190 per sqft 
,3,SRK Mango Nest,900 sqft,Unfurnished,3,₹1.20 Cr ,₹10435 per sqft 
,3,,1250 sqft,Unfurnished,3,₹1.27 Cr ,₹7000 per sqft 
,1,Vishal Srushti,600 sqft,Semi-Furnished,1,₹40 Lac ,
,2,Aditya Complex,,Semi-Furnished,2,₹72 Lac ,₹7143 per sqft 
,2,Nyati Elysia,824 sqft,Unfurnished,2,₹1.05 Cr ,₹9434 per sqft 
,3,Marvel Ritz,1530 sqft,Furnished,3,₹2.10 Cr ,₹11141 per sqft 
,1,,460 sqft,Unfurnished,2,₹16 Lac ,₹2462 per sqft 
,3,Kanchanban,1250 sqft,Unfurnished,3,₹2.10 Cr ,₹13125 per sqft 
,2,Nivedita Terrace,,Unfurnished,2,₹91 Lac ,₹8273 per sqft 
,2,Kingston Aura,,Unfurnished,2,₹45 Lac ,₹4000 per sqft 
,3,Marvel Enigma,1600 sqft,Semi-Furnished,3,₹2 Cr ,₹10526 per sqft 
,3,,1040 sqft,Unfurnished,3,₹2 Cr ,₹14245 per sqft 
,2,66 Gulmohar,674 sqft,Unfurnished,2,₹95 Lac ,
,2,GK Aarcon,,Unfurnished,2,₹55 Lac ,₹8333 per sqft 
,4,Amanora Aspire Towers,2500 sqft,Unfurnished,4,₹4 Cr ,₹12066 per sqft 
,3,Bramha Sun City Phase 2,1800 sqft,Semi-Furnished,3,₹3 Cr ,₹13953 per sqft 
,3,Karia Konark Orchid,1200 sqft,Furnished,3,₹1.15 Cr ,₹6970 per sqft 
,1,Gagan MiCasaa,530 sqft,Unfurnished,2,₹30 Lac ,₹3937 per sqft 
,2,15 M STREET,700 sqft,Unfurnished,2,₹64 Lac ,
,2,Pinnacle Neelanchal,827 sqft,Unfurnished,2,₹75 Lac ,₹6769 per sqft 
,2,Pragati Royal Serene,700 sqft,Unfurnished,2,₹65 Lac ,₹6190 per sqft 
,2,K Raheja Gardens,850 sqft,Unfurnished,2,₹98 Lac ,₹9423 per sqft 
,2,,950 sqft,Unfurnished,2,₹95 Lac ,
,3,,1460 sqft,Unfurnished,3,₹2.80 Cr ,₹12727 per sqft 
,2,Godrej Rejuve,703 sqft,Semi-Furnished,2,₹88 Lac ,₹8980 per sqft 
,3,Majestique Towers,1048 sqft,Unfurnished,3,₹1 Cr ,
,3,Belmac Residences,1500 sqft,Unfurnished,3,₹3.30 Cr ,₹15714 per sqft 
,2,The Orchard,700 sqft,Unfurnished,2,₹40 Lac ,₹4848 per sqft 
,1,Leisure Town,520 sqft,Unfurnished,1,₹55 Lac ,₹8462 per sqft 
,1,Swastik Muhurtam,,Unfurnished,1,₹31 Lac ,₹5049 per sqft 
,2,V Top Valonia,709 sqft,Unfurnished,2,₹62 Lac ,
,2,Gagan Adira,815 sqft,Unfurnished,2,₹76 Lac ,₹7238 per sqft 
,3,Godrej Rejuve,1050 sqft,Semi-Furnished,3,₹1.30 Cr ,₹9286 per sqft 
,3,Golden Trellis,1265 sqft,Semi-Furnished,3,₹1.55 Cr ,₹10333 per sqft 
,3,Pristine Prolife,1250 sqft,Unfurnished,3,₹1.30 Cr ,₹8387 per sqft 
,2,,1078 sqft,Unfurnished,2,₹1.21 Cr ,₹10083 per sqft 
,2,Puravankara Purva Silversands,628 sqft,Unfurnished,2,₹98.1 Lac ,₹12259 per sqft 
,2,Pinnac Kanchanganga,783 sqft,Unfurnished,2,₹1.15 Cr ,₹12406 per sqft 
,4,One North,,Semi-Furnished,4,₹4 Cr ,₹11955 per sqft 
,4,,1308 sqft,Furnished,4,₹2.56 Cr ,₹16176 per sqft 
,2,,630 sqft,Semi-Furnished,1,₹48 Lac ,₹4800 per sqft 
,2,Daffodils,800 sqft,Unfurnished,2,₹91 Lac ,₹9764 per sqft 
,2,,788 sqft,Unfurnished,2,₹70 Lac ,₹8235 per sqft 
,4,Amanora Neo Towers,1655 sqft,Unfurnished,4,₹2.62 Cr ,₹11749 per sqft 
,3,Magarpatta Trillium,1300 sqft,Unfurnished,3,₹1.60 Cr ,₹10458 per sqft 
,4,Sobha Nesara,2981 sqft,Semi-Furnished,4,₹4 Cr ,₹8889 per sqft 
,3,Panchshil Towers,1661 sqft,Semi-Furnished,5,₹3.30 Cr ,₹14392 per sqft 
,2,,781 sqft,Unfurnished,2,₹1.05 Cr ,₹10660 per sqft 
,4,,2604 sqft,Unfurnished,5,₹3 Cr ,₹9375 per sqft 
,3,,1450 sqft,Unfurnished,3,₹2.50 Cr ,₹14881 per sqft 
,2,Happiness Hub,,Unfurnished,2,₹36.8 Lac ,₹6400 per sqft 
,2,Aditya Sankruti,799 sqft,Semi-Furnished,2,₹62 Lac ,₹6889 per sqft 
,2,Kundan Kushal Nagar,956 sqft,Unfurnished,2,₹49.5 Lac ,
,3,Treedom Park,1051 sqft,Unfurnished,3,₹93 Lac ,₹7277 per sqft 
,2,Tanish Pearls,594 sqft,Unfurnished,2,₹45 Lac ,₹5814 per sqft 
,2,,1050 sqft,Unfurnished,2,₹70 Lac ,₹6364 per sqft 
,3,Sobha Ivory,,Unfurnished,3,₹1.20 Cr ,₹7101 per sqft 
,3,Gloria Grace,1038 sqft,Semi-Furnished,3,₹1.25 Cr ,₹7812 per sqft 
,3,Sham Sharan,1250 sqft,Semi-Furnished,4,₹1.99 Cr ,₹15920 per sqft 
,1,Kumar Prithvi H2,550 sqft,Furnished,2,₹38 Lac ,₹5630 per sqft 
,2,Nancy Hillview A1,852 sqft,Unfurnished,2,₹85 Lac ,₹7391 per sqft 
,3,,1089 sqft,Semi-Furnished,3,₹1.66 Cr ,₹11045 per sqft 
,3,Godrej Hill Retreat,,Unfurnished,3,₹94 Lac ,₹10729 per sqft 
,3,,,Semi-Furnished,3,₹1.20 Cr ,₹8147 per sqft 
,1,Samrudhi,462 sqft,Unfurnished,1,₹18.9 Lac ,₹3493 per sqft 
,3,VTP Solitaire,1075 sqft,Semi-Furnished,3,₹1.48 Cr ,₹9867 per sqft 
,3,Venkatesh Graffiti,1098 sqft,Semi-Furnished,3,₹1.05 Cr ,₹7778 per sqft 
,3,,,Semi-Furnished,2,₹1.18 Cr ,₹13889 per sqft 
,2,Majestique Signature Towers,,Unfurnished,2,₹1.09 Cr ,₹9954 per sqft 
,2,Gulmohar Renaissance,861 sqft,Unfurnished,2,₹69 Lac ,₹6112 per sqft 
,3,Charuhas Apartment,1038 sqft,Unfurnished,3,₹2.14 Cr ,₹15275 per sqft 
,2,VTP Earth One,800 sqft,Unfurnished,2,₹73.6 Lac ,
,2,,761 sqft,Semi-Furnished,2,₹46.1 Lac ,₹4767 per sqft 
,2,Godrej Hillside,680 sqft,Unfurnished,2,₹73 Lac ,₹8111 per sqft 
,2,Alive Skypark,800 sqft,Semi-Furnished,2,₹1.15 Cr ,₹11330 per sqft 
,2,Lodha Bella Vita,811 sqft,Unfurnished,2,₹85 Lac ,
,3,Grande View 7,1175 sqft,Semi-Furnished,3,₹1.05 Cr ,₹6620 per sqft 
,2,Godrej Rejuve,703 sqft,Unfurnished,2,₹77 Lac ,₹9059 per sqft 
,3,Kapil Tranquil Greens,1600 sqft,Unfurnished,3,₹1.80 Cr ,₹9730 per sqft 
,3,Ganga Platino,1400 sqft,Semi-Furnished,3,₹2.15 Cr ,₹12647 per sqft 
,3,Kumar Princetown,1125 sqft,Unfurnished,3,₹1.05 Cr ,₹7000 per sqft 
,2,Hill Mist Garden,,Unfurnished,2,₹61.5 Lac ,₹7546 per sqft 
,1,Shree Krishna Apartment,,,,₹36.4 Lac ,₹6667 per sqft 
,1,Balaji Sankul,450 sqft,Semi-Furnished,1,₹14.7 Lac ,₹2712 per sqft 
,2,Krishna Keval Township,765 sqft,Furnished,2,₹60.3 Lac ,₹6700 per sqft 
,2,Eiffel City Phase II,476 sqft,Unfurnished,2,₹23 Lac ,₹3221 per sqft 
,3,Venus Park,960 sqft,Unfurnished,2,₹67 Lac ,₹6204 per sqft 
,1,Ekdant Corner,400 sqft,Unfurnished,1,₹25 Lac ,₹4167 per sqft 
,2,Sai Eshanya,850 sqft,Unfurnished,2,₹1 Cr ,
,2,Gurukrupa Aero Nest,850 sqft,Semi-Furnished,2,₹52.8 Lac ,₹5771 per sqft 
,2,Pristine Prolife III,750 sqft,Unfurnished,2,₹82 Lac ,₹8167 per sqft 
,1,Swapnapurti Apartment,300 sqft,Unfurnished,1,₹25.1 Lac ,₹7068 per sqft 
,1,Green City,500 sqft,Unfurnished,2,₹32.9 Lac ,₹4910 per sqft 
,3,Konark Indrayu Enclave II,1390 sqft,Furnished,3,₹1.65 Cr ,₹9167 per sqft 
,1,Gokulam,495 sqft,Unfurnished,1,₹29.5 Lac ,₹4423 per sqft 
,3,Nyati Epitome,1100 sqft,Furnished,3,₹1.04 Cr ,₹7138 per sqft 
,3,Amanora Gateway Towers 98 And 99,1785 sqft,Unfurnished,3,₹3.95 Cr ,₹15927 per sqft 
,2,,1000 sqft,Semi-Furnished,3,₹70 Lac ,₹5263 per sqft 
,2,,686 sqft,Unfurnished,2,₹65 Lac ,₹6785 per sqft 
,2,Acme ACME Selene,900 sqft,Semi-Furnished,2,₹39 Lac ,₹3900 per sqft 
,2,Rama Melange Residences Phase III,630 sqft,Unfurnished,2,₹64 Lac ,₹8767 per sqft 
,1,Kingston Serene,460 sqft,Unfurnished,1,₹28 Lac ,₹4553 per sqft 
,3,Nyati Elysia IV,1188 sqft,Unfurnished,3,₹1.70 Cr ,₹14073 per sqft 
,2,Raheja Reserve,825 sqft,Furnished,2,₹79 Lac ,
,2,Aditya Apartment Anandnagar,685 sqft,Unfurnished,2,₹53 Lac ,₹7125 per sqft 
,1,VTP Cygnus,415 sqft,Unfurnished,1,₹45 Lac ,
,2,Oxy Flora,,Unfurnished,2,₹28 Lac ,₹3504 per sqft 
,1,,564 sqft,Unfurnished,1,₹36 Lac ,₹5217 per sqft 
,1,Swami Krupa,451 sqft,Unfurnished,1,₹43 Lac ,₹7414 per sqft 
,4,,,Furnished,5,₹5.52 Cr ,₹18750 per sqft 
,3,Axis Vertiga,2250 sqft,Unfurnished,4,₹96 Lac ,₹4267 per sqft 
,2,Gini Bellina,820 sqft,Unfurnished,2,₹53.7 Lac ,₹8194 per sqft 
,2,,550 sqft,Unfurnished,1,₹36.8 Lac ,₹5229 per sqft 
,2,Aksha Vrundavan,800 sqft,Semi-Furnished,2,₹60 Lac ,₹6000 per sqft 
,2,Mahalaxmi Manomay Residency,700 sqft,Unfurnished,2,₹63.7 Lac ,₹7839 per sqft 
,3,Summer Garden,1460 sqft,Furnished,3,₹1.98 Cr ,₹13049 per sqft 
,3,VTP Belair,769 sqft,Unfurnished,2,₹1 Cr ,₹9699 per sqft 
,2,Mantri Regency,,Furnished,2,₹59 Lac ,₹7152 per sqft 
,1,Shreeya Sneh,520 sqft,Furnished,1,₹28.7 Lac ,₹4552 per sqft 
,2,Krishna Kunj,880 sqft,Furnished,2,₹90 Lac ,₹8475 per sqft 
,2,Kohinoor Majesty,,Semi-Furnished,2,₹46 Lac ,₹4831 per sqft 
,2,Mahalaxmi Vihar,625 sqft,Semi-Furnished,2,₹32.9 Lac ,₹3684 per sqft 
,2,Royal Oak,,Unfurnished,2,₹69 Lac ,₹10549 per sqft 
,3,Paranjape Abhiruchi Parisar,,Unfurnished,3,₹91 Lac ,₹8000 per sqft 
,2,Rio Vista,728 sqft,Unfurnished,2,₹30 Lac ,₹3492 per sqft 
,2,VTP Leonara,800 sqft,Unfurnished,2,₹85 Lac ,₹7727 per sqft 
,1,Xrbia Smart City Talegaon Ambi,,Unfurnished,1,₹14.9 Lac ,₹7500 per sqft 
,1,,660 sqft,Unfurnished,1,₹60 Lac ,
,1,Tanish Vikas,451 sqft,Unfurnished,1,₹29.5 Lac ,₹5086 per sqft 
,1,Mutha Kamdhenu Park,,Unfurnished,1,₹20 Lac ,₹3448 per sqft 
,2,,,Unfurnished,2,₹77 Lac ,₹10267 per sqft 
,1,Ajinkya Apartment,250 sqft,Semi-Furnished,1,₹25.1 Lac ,
,1,,450 sqft,Unfurnished,1,₹20.7 Lac ,₹3679 per sqft 
,2,Central Park Residences,700 sqft,Semi-Furnished,2,₹62 Lac ,₹6412 per sqft 
,2,Karishma Society,890 sqft,Furnished,2,₹1.65 Cr ,₹14474 per sqft 
,2,Rajveer Galaxy,,Semi-Furnished,2,₹55.8 Lac ,₹7059 per sqft 
,2,Nivasa Enchante,790 sqft,Unfurnished,2,₹59 Lac ,₹5413 per sqft 
,2,Bramha Sun City Phase II,,Semi-Furnished,2,₹1.20 Cr ,₹9600 per sqft 
,1,,,Semi-Furnished,1,₹31.9 Lac ,₹5636 per sqft 
,2,Suvarna Rekha Apartment,950 sqft,Unfurnished,2,₹1.05 Cr ,₹10938 per sqft 
,4,,1450 sqft,Unfurnished,3,₹2.49 Cr ,₹13105 per sqft 
,2,Mayur Kilbil,,Unfurnished,2,₹57 Lac ,₹5938 per sqft 
,1,Agrasen Society,570 sqft,Unfurnished,1,₹56 Lac ,₹8615 per sqft 
,3,,1150 sqft,Semi-Furnished,3,₹1.80 Cr ,₹11043 per sqft 
,2,Kolte Patil Life Republic Sector R7 7th Avenue I Towers,629 sqft,Semi-Furnished,2,₹44 Lac ,₹5176 per sqft 
,3,Lake Town,930 sqft,Unfurnished,2,₹1.10 Cr ,₹9483 per sqft 
,2,Mahindra Royale,,Unfurnished,2,₹90 Lac ,₹7847 per sqft 
,2,,650 sqft,Semi-Furnished,2,₹70 Lac ,₹7718 per sqft 
,2,Kumar Priyadarshan,830 sqft,Semi-Furnished,2,₹70 Lac ,₹7692 per sqft 
,2,,875 sqft,Semi-Furnished,2,₹94 Lac ,₹10743 per sqft 
,2,Kolte Patil Green Olive,872 sqft,Unfurnished,2,₹71 Lac ,₹6339 per sqft 
,2,Dreams Elina,760 sqft,Semi-Furnished,2,₹48 Lac ,₹4800 per sqft 
,3,Rohan Leher II,1160 sqft,Unfurnished,3,₹1.85 Cr ,₹11420 per sqft 
,2,Regalia Residency,796 sqft,Unfurnished,2,₹70 Lac ,₹7892 per sqft 
,2,Majestique Rhythm County,,Semi-Furnished,2,₹61 Lac ,₹5545 per sqft 
,2,Shonest Towers,630 sqft,Unfurnished,2,₹64 Lac ,₹7010 per sqft 
,1,,525 sqft,Unfurnished,1,₹68 Lac ,₹11148 per sqft 
,3,Aditya Breeze Park,1100 sqft,Unfurnished,3,₹1.35 Cr ,₹9310 per sqft 
,1,Aswani Galaxy,450 sqft,Furnished,1,₹55 Lac ,₹12222 per sqft 
,3,,,Unfurnished,3,₹2.10 Cr ,₹12353 per sqft 
,2,VTP Urban Rise,775 sqft,Unfurnished,2,₹42 Lac ,₹3962 per sqft 
,2,Amanora Aspire Towers,810 sqft,Unfurnished,2,₹1.45 Cr ,₹13291 per sqft 
,2,Sunrise,980 sqft,Unfurnished,2,₹77 Lac ,₹5923 per sqft 
,2,Trimurti Hill View,1000 sqft,Unfurnished,2,₹75 Lac ,₹6000 per sqft 
,4,One North,2600 sqft,Unfurnished,4,₹3.80 Cr ,₹10000 per sqft 
,3,Atul Alcove,1104 sqft,Unfurnished,2,₹1.45 Cr ,₹10105 per sqft 
,2,Shastri Apartments,850 sqft,Semi-Furnished,2,₹1.10 Cr ,₹11579 per sqft 
,2,Sai Ambience,800 sqft,Semi-Furnished,2,₹83 Lac ,₹7545 per sqft 
,3,,1150 sqft,Unfurnished,3,₹1.70 Cr ,₹10870 per sqft 
,2,Paranjape Blue Ridge,860 sqft,Unfurnished,2,₹1.20 Cr ,₹10811 per sqft 
,5,Panchshil Towers,5145 sqft,Semi-Furnished,5,₹9.25 Cr ,₹14122 per sqft 
,3,Nanded City,,Semi-Furnished,3,₹1.12 Cr ,₹7724 per sqft 
,2,Amanora Gold Towers,730 sqft,Unfurnished,2,₹1 Cr ,₹10638 per sqft 
,2,VTP Solitaire,800 sqft,Unfurnished,2,₹1.02 Cr ,₹9273 per sqft 
